"ID Number","Start Day","Start Month","Start Year","End Day","End Month","End Year","Outcome","Settlement","Fatality Level","MaxDur","MinDur","HiAct","HostLev","Recip","SideA","SideB","Version"
2849,29,7,1957,29,7,1957,5,3,0,1,1,14,3,0,1,1,2.1
2850,19,3,1957,19,3,1957,5,3,0,1,1,14,3,0,1,1,2.1
2852,4,6,1958,5,10,1958,5,3,0,124,124,17,4,0,1,1,2.1
2853,7,5,1958,7,5,1958,5,3,0,1,1,17,4,0,1,1,2.1
2854,8,6,1958,19,7,1958,7,3,0,42,42,17,4,-1,1,1,2.1
2855,2,6,1958,30,6,1958,7,3,0,29,29,17,4,-1,1,1,2.1
2856,16,4,1958,17,4,1958,5,3,0,2,2,19,4,0,1,2,2.1
2857,7,1,1958,10,1,1958,7,3,0,4,4,17,4,0,1,1,2.1
2858,1,1,1958,4,1,1958,7,3,0,4,4,17,4,0,1,1,2.1
2859,20,3,1959,11,5,1959,7,3,0,53,53,17,4,0,1,1,2.1
2860,28,3,1959,28,3,1959,5,3,0,1,1,2,2,0,1,1,2.1
2861,27,1,1959,24,8,1959,5,3,0,210,210,17,4,0,1,1,2.1
2862,28,2,1959,28,2,1959,5,3,0,1,1,17,4,0,1,1,2.1
2863,28,2,1959,6,3,1959,7,3,0,7,7,17,4,0,1,1,2.1
2864,14,2,1959,14,2,1959,5,3,0,1,1,17,4,0,1,1,2.1
2865,27,8,1958,5,6,1959,5,3,0,283,283,19,4,-1,1,1,2.1
2866,11,1,1959,11,1,1959,5,3,0,1,1,17,4,0,1,1,2.1
2867,17,12,1959,17,12,1959,5,3,0,1,1,19,4,0,1,1,2.1
2869,10,4,1959,12,4,1959,7,3,0,3,3,19,4,-1,1,1,2.1
2870,19,3,1959,20,3,1959,7,3,0,2,2,19,4,-1,1,1,2.1
2871,16,3,1959,18,6,1959,5,3,0,95,95,14,3,0,1,1,2.1
2873,16,7,1960,7,9,1960,5,3,0,54,54,17,4,0,1,1,2.1
2874,8,5,1960,8,5,1960,5,3,0,1,1,19,4,0,1,1,2.1
2875,28,2,1960,30,6,1960,5,3,0,124,124,19,4,-1,1,1,2.1
2876,8,10,1960,8,10,1960,5,3,0,1,1,14,3,0,1,1,2.1
2877,25,9,1960,25,9,1960,5,3,0,1,1,14,3,0,1,1,2.1
2878,25,9,1960,25,9,1960,5,3,0,1,1,14,3,0,1,1,2.1
2880,3,11,1961,3,11,1961,5,3,0,1,1,19,4,0,1,1,2.1
2882,11,6,1961,18,8,1961,5,3,0,69,69,17,4,0,1,1,2.1
2883,30,5,1961,31,5,1961,7,3,0,2,2,17,4,0,1,1,2.1
2884,4,4,1961,4,4,1961,5,3,0,1,1,17,4,0,1,1,2.1
2885,15,12,1960,13,4,1961,5,3,0,120,120,14,3,0,1,1,2.1
2887,19,1,1961,19,1,1961,5,3,0,1,1,14,3,0,1,1,2.1
2888,21,6,1962,8,9,1962,5,3,0,80,80,17,4,0,1,1,2.1
2889,13,5,1962,13,5,1962,5,3,0,1,1,17,4,0,1,1,2.1
2890,11,3,1962,11,3,1962,5,3,0,1,1,14,3,0,1,1,2.1
2891,17,10,1966,17,10,1966,5,3,1,1,1,19,4,-1,1,1,2.1
2892,6,2,1963,9,1,1966,5,3,-9,1069,1069,18,4,-1,1,1,2.1
2893,3,12,1963,3,12,1963,5,3,0,1,1,17,4,0,1,1,2.1
2894,17,11,1963,17,11,1963,5,3,0,1,1,17,4,0,1,1,2.1
2895,27,9,1963,27,9,1963,5,3,0,1,1,17,4,0,1,1,2.1
2896,27,8,1963,27,8,1963,5,3,0,1,1,17,4,0,1,1,2.1
2897,21,11,1963,21,11,1963,5,3,-9,1,1,19,4,0,1,1,2.1
2898,4,10,1963,4,10,1963,5,3,0,1,1,19,4,0,1,1,2.1
2899,15,3,1963,15,3,1963,5,3,0,1,1,14,3,0,1,1,2.1
2900,30,11,1964,30,11,1964,5,3,0,1,1,17,4,0,1,1,2.1
2901,17,7,1964,17,7,1964,5,3,0,1,1,19,4,0,1,1,2.1
2902,19,11,1964,19,11,1964,5,3,0,1,1,17,4,0,1,2,2.1
2903,21,9,1964,21,9,1964,5,3,0,1,1,17,4,0,1,1,2.1
2904,30,3,1964,30,3,1964,5,3,0,1,1,19,4,0,1,1,2.1
2905,29,1,1964,29,1,1964,5,3,0,1,1,17,4,0,1,1,2.1
2906,19,12,1964,19,12,1964,5,3,0,1,1,19,4,0,1,1,2.1
2907,24,9,1964,24,9,1964,5,3,0,1,1,14,3,0,1,1,2.1
2908,11,9,1964,16,9,1964,5,3,0,6,6,14,3,0,1,1,2.1
2909,28,1,1964,10,3,1964,5,3,-9,43,43,19,4,0,1,1,2.1
2910,12,6,1965,12,6,1965,5,3,0,1,1,9,3,0,1,1,2.1
2911,27,10,1965,27,10,1965,5,3,0,1,1,17,4,0,1,1,2.1
2912,25,4,1965,25,4,1965,5,3,0,1,1,17,4,0,1,1,2.1
2913,5,3,1965,5,3,1965,5,3,0,1,1,17,4,0,1,1,2.1
2914,11,1,1965,14,1,1965,5,3,0,4,4,17,4,0,1,1,2.1
2915,28,5,1965,28,5,1965,5,3,0,1,1,14,3,0,1,1,2.1
2916,28,4,1965,2,5,1965,5,3,0,5,5,19,4,-1,1,1,2.1
2917,4,4,1965,5,4,1965,7,3,0,2,2,17,4,0,1,1,2.1
2918,25,4,1966,25,4,1966,5,3,0,1,1,19,4,0,1,1,2.1
2919,14,3,1966,14,3,1966,5,3,0,1,1,17,4,0,1,1,2.1
2920,22,1,1966,22,1,1966,5,3,0,1,1,17,4,0,1,1,2.1
2921,15,7,1966,15,7,1966,5,3,0,1,1,19,4,0,1,1,2.1
2922,17,6,1968,17,6,1968,5,3,0,1,1,17,4,0,1,1,2.1
2923,4,5,1968,18,5,1968,7,1,0,15,15,17,4,0,1,1,2.1
2924,13,2,1968,13,2,1968,5,3,0,1,1,9,3,0,1,1,2.1
2925,28,9,1968,8,11,1968,5,3,0,42,42,17,4,0,1,1,2.1
2926,30,6,1968,17,11,1968,7,3,0,141,141,17,4,0,1,1,2.1
2927,22,6,1968,22,6,1968,5,3,0,1,1,17,4,0,1,1,2.1
2928,30,6,1968,2,7,1968,7,3,0,3,3,19,4,0,1,1,2.1
2929,5,10,1965,23,11,1967,5,3,0,780,780,19,4,0,1,1,2.1
2930,10,5,1967,17,5,1967,5,3,0,8,8,19,4,0,1,3,2.1
2931,28,4,1967,28,4,1967,5,3,0,1,1,9,3,0,1,1,2.1
2932,12,10,1967,12,10,1967,5,3,0,1,1,19,4,0,1,1,2.1
2933,30,4,1967,30,4,1967,5,3,0,1,1,17,4,0,1,1,2.1
2934,2,3,1967,22,3,1967,5,3,0,21,21,17,4,0,1,1,2.1
2935,8,9,1967,8,9,1967,5,3,-9,1,1,19,4,-1,1,1,2.1
2936,19,9,1969,4,10,1969,5,3,0,16,16,19,4,0,1,1,2.1
2937,9,8,1969,3,9,1969,5,3,0,26,26,19,4,0,1,1,2.1
2938,4,2,1969,4,2,1969,5,3,-9,1,1,18,4,-1,1,1,2.1
2939,9,1,1969,9,1,1969,5,3,0,1,1,17,4,0,1,3,2.1
2940,20,11,1968,19,12,1968,7,3,0,30,30,17,4,0,1,1,2.1
2941,15,4,1969,27,4,1969,5,3,2,13,13,19,4,-1,2,1,2.1
2942,15,11,1970,16,11,1970,5,3,0,2,2,19,4,0,1,1,2.1
2943,15,12,1971,28,12,1971,7,3,0,14,14,17,4,-1,1,1,2.1
2944,29,1,1971,29,1,1971,5,3,0,1,1,19,4,-1,1,1,2.1
2945,14,8,1971,14,8,1971,5,3,0,1,1,17,4,0,1,1,2.1
2946,24,2,1971,6,7,1971,7,3,0,133,133,17,4,-1,1,1,2.1
2947,9,2,1971,9,3,1971,5,3,0,29,29,14,3,0,1,1,2.1
2948,22,8,1972,22,8,1972,5,3,0,1,1,19,4,0,1,1,2.1
2949,17,1,1972,22,1,1972,5,3,0,6,6,17,4,0,1,1,2.1
2950,21,3,1973,21,3,1973,5,3,0,1,1,19,4,0,1,1,2.1
2951,23,2,1974,24,2,1974,7,3,0,2,2,17,4,0,1,1,2.1
2952,14,9,1974,14,9,1974,7,3,0,1,1,17,4,0,1,1,2.1
2953,2,9,1975,2,9,1975,7,3,0,1,1,17,4,0,1,1,2.1
2954,17,8,1975,22,8,1975,7,3,0,6,6,17,4,0,1,1,2.1
2955,24,4,1975,24,4,1975,5,3,0,1,1,19,4,0,1,1,2.1
2956,1,8,1976,1,8,1976,5,3,0,1,1,17,4,0,1,1,2.1
2957,5,5,1976,6,5,1976,7,3,0,2,2,17,4,0,1,1,2.1
2958,7,1,1976,7,1,1976,5,3,0,1,1,17,4,0,1,1,2.1
2959,25,11,1976,25,11,1976,5,3,-9,1,1,19,4,-1,1,1,2.1
2960,15,10,1976,15,10,1976,5,3,0,1,1,14,3,0,1,1,2.1
2961,12,4,1976,13,4,1976,7,3,0,2,2,17,4,-1,1,1,2.1
2962,30,4,1977,1,5,1977,7,3,0,2,2,17,4,0,1,1,2.1
2963,12,11,1977,13,11,1977,7,3,0,2,2,17,4,0,1,1,2.1
2964,7,9,1977,7,9,1977,5,3,0,1,1,14,3,0,1,1,2.1
2965,30,7,1978,30,7,1978,5,3,0,1,1,17,4,0,1,1,2.1
2966,13,4,1978,13,4,1978,5,3,0,1,1,8,3,0,1,1,2.1
2967,14,11,1979,14,11,1979,5,3,0,1,1,17,4,0,1,1,2.1
2968,28,8,1979,31,8,1979,5,3,0,4,4,19,4,0,1,1,2.1
2969,13,7,1980,13,7,1980,5,3,0,1,1,19,4,0,1,1,2.1
2970,31,8,1981,31,8,1981,5,3,0,1,1,19,4,0,1,1,2.1
2971,14,8,1981,14,8,1981,5,3,0,1,1,14,3,0,1,1,2.1
2972,17,7,1981,30,7,1981,5,3,0,14,14,9,3,-1,1,1,2.1
2973,5,6,1982,4,10,1982,5,3,0,122,122,19,4,-1,1,1,2.1
2974,24,4,1982,13,7,1982,5,3,0,81,81,17,4,0,1,1,2.1
2975,8,3,1982,8,3,1982,5,3,0,1,1,19,4,0,1,1,2.1
2976,3,4,1982,3,4,1982,5,3,0,1,1,14,3,-1,1,1,2.1
2977,17,3,1982,17,3,1982,5,3,0,1,1,14,3,0,1,1,2.1
2978,3,2,1982,3,2,1982,5,3,0,1,1,9,3,0,1,1,2.1
2979,9,1,1982,9,1,1982,5,3,0,1,1,14,3,0,1,1,2.1
2981,19,4,1983,19,4,1983,5,3,0,1,1,14,3,0,1,1,2.1
2982,16,12,1982,16,12,1982,5,3,0,1,1,9,3,0,1,1,2.1
2983,19,1,1983,19,1,1983,7,3,0,1,1,17,4,0,1,1,2.1
2984,9,9,1953,9,9,1953,5,3,0,1,1,19,4,0,1,1,2.1
2985,16,6,1954,16,6,1954,7,3,0,1,1,17,4,-1,1,1,2.1
2986,22,7,1956,8,8,1956,5,3,0,18,18,17,4,0,1,1,2.1
2987,24,8,1954,27,11,1955,5,3,0,461,461,19,4,-1,1,1,2.1
2988,24,5,1953,25,11,1953,5,3,0,186,186,17,4,-1,1,1,2.1
2989,25,9,1952,3,10,1952,5,3,-9,9,9,18,4,-1,1,1,2.1
2990,25,10,1952,25,10,1952,5,3,0,1,1,19,4,0,1,1,2.1
2991,13,2,1951,8,6,1951,5,3,0,116,116,19,4,0,1,1,2.1
2992,18,3,1951,22,5,1951,5,3,0,66,66,17,4,0,1,1,2.1
2993,5,9,1937,10,9,1937,5,3,0,6,6,17,4,0,1,1,2.1
2994,3,7,1936,3,7,1936,5,3,0,1,1,17,4,0,1,1,2.1
2995,10,3,1934,16,6,1934,5,3,0,99,99,17,4,0,1,1,2.1
2996,7,6,1959,4,8,1959,5,3,0,59,59,19,4,0,1,1,2.1
2997,1,10,1959,1,10,1959,5,3,0,1,1,7,3,0,1,1,2.1
2998,10,3,1959,15,3,1959,5,3,-9,6,6,19,4,-1,1,1,2.1
2999,15,12,1959,15,12,1959,5,3,0,1,1,18,4,-1,1,1,2.1
3000,27,2,1979,1,3,1979,5,3,0,3,3,16,4,0,1,1,2.1
3001,9,2,1979,13,5,1979,5,3,0,94,94,7,3,-1,1,2,2.1
3002,26,2,1979,26,2,1979,5,3,0,1,1,19,4,0,1,1,2.1
3003,14,12,1978,24,1,1979,5,3,-9,42,42,19,4,-1,1,1,2.1
3004,16,10,1978,10,8,1979,5,3,-9,299,299,19,4,-1,1,1,2.1
3005,23,8,1978,26,8,1978,5,3,0,4,4,19,4,0,1,1,2.1
3007,18,4,1978,15,3,1979,5,1,6,332,332,22,5,-1,1,2,2.1
3008,20,4,1978,20,4,1978,5,3,0,1,1,19,4,0,1,1,2.1
3009,17,3,1978,17,3,1978,5,3,0,1,1,7,3,0,1,1,2.1
3010,15,2,1978,17,2,1978,7,1,0,3,3,17,4,-1,1,1,2.1
3011,20,3,1978,20,3,1978,5,3,0,1,1,18,4,-1,1,1,2.1
3012,1,2,1978,1,2,1978,5,3,0,1,1,19,4,-1,2,1,2.1
3013,13,10,1977,15,10,1977,5,3,0,3,3,19,4,-1,1,1,2.1
3014,20,5,1977,27,5,1977,5,3,0,8,8,8,3,-1,1,1,2.1
3015,27,2,1978,1,3,1978,5,3,1,3,3,18,4,-1,1,1,2.1
3016,27,1,1980,30,1,1980,5,3,0,4,4,8,3,0,2,1,2.1
3017,19,1,1980,4,3,1980,5,3,0,46,46,9,3,-1,2,1,2.1
3018,31,8,1977,31,8,1977,5,3,0,1,1,7,3,-1,1,1,2.1
3020,4,11,1979,21,1,1981,7,1,0,445,445,19,4,-1,1,1,2.1
3021,13,8,1979,13,8,1979,5,3,0,1,1,8,3,0,1,1,2.1
3022,15,11,1979,19,11,1979,5,3,0,5,5,8,3,-1,1,1,2.1
3023,26,10,1979,1,11,1979,7,3,0,7,7,17,4,0,1,1,2.1
3024,10,6,1979,10,10,1979,5,3,-9,123,123,18,4,-1,1,1,2.1
3025,18,3,1979,26,6,1979,5,3,-9,101,101,19,4,-1,1,1,2.1
3026,2,3,1979,15,3,1979,5,3,0,14,14,14,3,0,1,1,2.1
3027,12,3,1984,20,9,1984,5,3,1,193,193,19,4,-1,1,1,2.1
3029,19,2,1985,19,2,1985,5,3,0,1,1,19,4,0,1,1,2.1
3030,14,6,1985,14,6,1985,5,3,0,1,1,19,4,0,1,1,2.1
3031,26,8,1984,25,10,1984,5,3,0,61,61,18,4,-1,1,1,2.1
3033,9,1,1985,9,1,1985,5,3,0,1,1,19,4,0,1,1,2.1
3034,26,12,1984,26,12,1984,5,3,0,1,1,19,4,0,1,1,2.1
3035,25,12,1984,25,12,1984,5,3,0,1,1,19,4,0,1,1,2.1
3036,22,12,1984,22,12,1984,5,3,0,1,1,19,4,0,1,1,2.1
3037,17,12,1984,25,1,1985,7,1,0,40,40,19,4,-1,1,1,2.1
3038,10,12,1984,10,12,1984,5,3,0,1,1,19,4,0,1,1,2.1
3039,9,10,1984,9,10,1984,5,3,0,1,1,19,4,0,1,2,2.1
3040,9,9,1984,15,9,1984,5,3,0,7,7,19,4,0,1,1,2.1
3041,22,8,1984,22,8,1984,5,3,0,1,1,17,4,0,1,1,2.1
3042,10,7,1984,24,10,1984,5,3,0,107,107,19,4,0,1,1,2.1
3043,4,7,1984,17,4,1985,5,3,0,288,288,19,4,0,1,1,2.1
3044,15,6,1984,15,6,1984,5,3,1,1,1,18,4,-1,1,1,2.1
3045,3,6,1984,3,6,1984,5,3,0,1,1,19,4,0,1,1,2.1
3046,25,5,1984,16,7,1985,5,3,0,418,418,19,4,0,1,1,2.1
3048,26,4,1984,5,7,1984,5,3,0,71,71,19,4,-1,1,1,2.1
3049,19,4,1984,28,8,1984,5,3,0,132,132,19,4,0,1,1,2.1
3050,27,3,1984,9,11,1984,6,1,0,228,228,19,4,-1,1,1,2.1
3051,8,3,1984,31,3,1984,3,3,0,24,24,19,4,-1,1,3,2.1
3052,8,3,1984,8,3,1984,5,3,0,1,1,19,4,0,1,1,2.1
3053,5,3,1984,5,3,1984,5,3,0,1,1,19,4,0,1,1,2.1
3054,28,12,1983,16,1,1984,5,3,-9,20,20,18,4,-1,1,1,2.1
3055,9,12,1983,10,6,1984,6,1,1,185,185,19,4,-1,1,1,2.1
3056,19,11,1983,21,11,1983,5,3,0,3,3,10,3,-1,1,1,2.1
3057,4,11,1983,29,1,1985,5,3,0,453,453,19,4,0,1,1,2.1
3058,21,10,1983,1,11,1983,1,2,3,12,12,18,4,-1,7,2,2.1
3059,9,10,1983,10,10,1983,5,3,0,2,2,9,3,0,1,1,2.1
3060,1,10,1983,-9,1,1984,5,3,-9,123,93,18,4,-1,1,1,2.1
3062,3,9,1983,1,4,1984,5,3,-9,212,212,18,4,-1,1,1,2.1
3063,1,9,1983,1,9,1983,5,3,0,1,1,19,4,0,1,1,2.1
3064,9,8,1983,9,8,1983,5,3,0,1,1,9,3,0,1,1,2.1
3065,1,8,1983,10,8,1983,5,3,0,10,10,9,3,-1,2,1,2.1
3066,29,4,1983,11,7,1983,5,3,4,74,74,18,4,-1,1,1,2.1
3067,27,4,1983,8,5,1983,5,3,0,12,12,17,4,-1,1,1,2.1
3068,16,4,1983,30,4,1983,7,1,0,15,15,17,4,0,1,1,2.1
3070,12,4,1983,17,10,1983,5,3,1,189,189,19,4,-1,1,1,2.1
3071,26,2,1983,26,7,1983,5,3,0,151,151,19,4,-1,1,1,2.1
3072,16,2,1983,20,2,1983,3,3,0,5,5,9,3,-1,1,3,2.1
3073,9,12,1982,27,3,1983,5,3,0,109,109,19,4,0,1,1,2.1
3074,29,12,1982,13,1,1983,5,3,0,16,16,17,4,0,1,1,2.1
3075,1,2,1983,1,2,1983,5,3,0,1,1,7,3,0,1,1,2.1
3076,21,8,1982,29,10,1982,5,3,-9,70,70,19,4,-1,1,1,2.1
3077,12,8,1982,12,8,1982,4,3,0,1,1,19,4,0,1,1,2.1
3078,9,8,1982,9,8,1982,5,3,0,1,1,19,4,0,1,1,2.1
3079,9,8,1982,9,8,1982,5,3,0,1,1,19,4,0,1,1,2.1
3081,18,7,1982,18,7,1982,5,3,0,1,1,2,2,0,1,1,2.1
3082,16,6,1982,17,6,1982,5,3,-9,2,2,19,4,-1,1,1,2.1
3083,26,5,1982,26,6,1982,5,3,0,32,32,19,4,0,1,1,2.1
3084,11,5,1982,11,5,1982,5,3,0,1,1,2,2,0,1,1,2.1
3085,10,5,1982,5,9,1982,5,3,0,119,119,19,4,0,1,1,2.1
3086,13,4,1982,13,4,1982,5,3,0,1,1,9,3,0,1,1,2.1
3087,5,4,1982,5,4,1982,5,3,0,1,1,19,4,0,2,1,2.1
3088,3,3,1982,3,3,1982,5,3,0,1,1,2,2,0,1,1,2.1
3089,24,2,1982,24,2,1982,5,3,0,1,1,14,3,-1,1,1,2.1
3090,28,2,1982,16,9,1982,6,1,1,201,201,18,4,-1,1,1,2.1
3092,9,11,1981,9,11,1981,5,3,0,1,1,14,3,-1,1,1,2.1
3093,22,10,1981,6,11,1981,5,3,0,16,16,8,3,-1,1,1,2.1
3094,19,10,1981,19,10,1981,5,3,0,1,1,14,3,0,1,1,2.1
3095,1,10,1981,1,10,1981,5,3,0,1,1,19,4,0,1,1,2.1
3096,24,9,1981,24,9,1981,5,3,1,1,1,19,4,-1,1,1,2.1
3097,21,9,1981,21,9,1981,5,3,1,1,1,18,4,-1,1,1,2.1
3098,10,9,1981,6,12,1981,5,3,-9,88,88,19,4,-1,1,5,2.1
3099,18,8,1981,21,8,1981,5,3,-9,4,4,19,4,-1,2,1,2.1
3100,12,8,1981,19,8,1981,7,3,0,8,8,17,4,0,1,1,2.1
3101,7,6,1981,7,6,1981,1,3,-9,1,1,14,3,0,1,1,2.1
3102,5,5,1981,17,8,1981,5,3,4,105,105,18,4,-1,1,1,2.1
3103,15,12,1981,15,12,1981,6,1,0,1,1,14,3,0,1,1,2.1
3104,20,5,1981,20,5,1981,6,1,1,1,1,18,4,-1,1,1,2.1
3105,25,10,1980,20,1,1981,7,3,0,88,88,17,4,0,1,1,2.1
3106,22,2,1982,24,2,1982,5,3,0,3,3,19,4,0,1,1,2.1
3107,26,11,1980,8,1,1981,5,3,0,44,44,7,3,-1,1,2,2.1
3108,13,11,1980,16,11,1980,5,3,0,4,4,19,4,0,1,1,2.1
3109,23,11,1980,23,11,1980,5,3,0,1,1,19,4,0,1,1,2.1
3111,20,11,1980,20,11,1980,5,3,0,1,1,19,4,0,1,1,2.1
3112,11,8,1980,11,2,1981,5,3,0,185,185,16,4,0,1,1,2.1
3113,15,7,1980,15,7,1980,5,3,0,1,1,9,3,0,1,1,2.1
3114,15,6,1980,15,6,1980,5,3,0,1,1,19,4,0,1,1,2.1
3115,19,5,1980,19,5,1980,5,3,0,1,1,7,3,0,1,1,2.1
3116,6,5,1980,6,5,1980,5,3,0,1,1,2,2,0,1,1,2.1
3117,2,6,1980,2,11,1980,4,3,0,154,154,7,3,0,1,1,2.1
3118,14,3,1980,8,12,1980,5,3,0,270,270,13,3,-1,1,1,2.1
3119,29,2,1980,29,7,1980,5,4,0,152,152,19,4,0,1,1,2.1
3120,7,2,1980,7,2,1980,5,3,0,1,1,8,3,0,1,1,2.1
3121,4,2,1980,4,2,1980,4,3,0,1,1,7,3,0,1,1,2.1
3122,21,9,1977,1,10,1977,7,3,0,11,11,17,4,0,1,1,2.1
3123,1,10,1977,1,10,1977,7,3,0,1,1,19,4,0,1,1,2.1
3124,3,9,1977,4,9,1977,5,3,0,2,2,19,4,0,1,1,2.1
3125,27,8,1977,1,11,1977,5,3,0,67,67,2,2,0,1,1,2.1
3126,12,7,1977,10,9,1977,5,3,3,61,61,18,4,-1,1,1,2.1
3127,6,7,1977,2,11,1977,5,3,1,120,120,18,4,-1,1,2,2.1
3129,23,6,1977,26,6,1977,5,3,-9,4,4,18,4,-1,1,1,2.1
3130,27,6,1977,28,6,1977,5,3,0,2,2,14,3,0,1,1,2.1
3131,11,5,1977,21,12,1979,5,3,-9,955,955,20,4,-1,1,2,2.1
3132,5,8,1907,20,8,1908,5,3,-9,382,382,18,4,-1,1,1,2.1
3133,17,7,1909,17,1,1910,5,3,0,185,185,7,3,0,1,1,2.1
3134,1,11,1919,20,10,1921,2,1,6,720,720,22,5,-1,1,1,2.1
3135,10,3,1966,14,4,1966,4,1,0,36,36,9,3,0,1,1,2.1
3136,26,3,1887,30,4,1887,4,1,0,36,36,8,3,0,1,1,2.1
3138,1,7,1831,14,7,1831,1,1,0,14,14,19,4,0,1,1,2.1
3139,15,4,1911,30,6,1911,1,2,-9,77,77,19,4,-1,1,1,2.1
3150,23,4,1959,24,4,1959,5,3,0,2,2,19,4,-1,1,1,2.1
3151,5,3,1958,5,3,1958,5,3,0,1,1,19,4,0,1,1,2.1
3152,5,3,1958,13,4,1958,5,3,-9,40,40,18,4,-1,1,1,2.1
3153,7,1,1956,10,1,1956,5,3,0,4,4,7,3,0,1,1,2.1
3154,3,11,1955,10,12,1956,5,3,1,404,404,18,4,-1,1,1,2.1
3155,26,3,1955,30,3,1955,5,3,0,5,5,14,3,-1,1,1,2.1
3156,7,10,1934,7,10,1934,5,3,0,1,1,19,4,-1,1,1,2.1
3157,16,7,1934,16,7,1934,3,1,1,1,1,19,4,0,1,1,2.1
3158,23,8,1935,30,8,1935,5,3,0,8,8,7,3,0,1,1,2.1
3159,15,12,1934,15,12,1934,5,3,0,1,1,19,4,0,1,1,2.1
3160,11,4,1933,11,4,1933,7,3,0,1,1,17,4,0,1,1,2.1
3161,26,4,1949,14,8,1949,5,3,0,111,111,7,3,-1,2,1,2.1
3162,26,9,1960,30,9,1960,5,3,0,5,5,19,4,0,1,1,2.1
3163,17,8,1962,17,8,1962,5,3,0,1,1,19,4,0,1,1,2.1
3164,15,8,1962,19,8,1962,5,3,0,5,5,19,4,-1,1,1,2.1
3165,30,3,1962,30,3,1962,5,3,1,1,1,18,4,-1,1,1,2.1
3166,19,8,1963,8,11,1963,6,1,1,82,82,19,4,0,1,1,2.1
3167,5,2,1963,5,2,1963,5,3,0,1,1,14,3,0,1,1,2.1
3168,27,5,1965,27,5,1965,5,3,1,1,1,18,4,-1,1,1,2.1
3169,28,7,1965,28,7,1965,5,3,0,1,1,19,4,0,1,1,2.1
3170,15,1,1967,15,1,1967,5,3,0,1,1,8,3,-1,1,1,2.1
3171,24,2,1966,29,12,1966,5,3,1,309,309,19,4,-1,1,1,2.1
3172,20,4,1967,30,4,1967,5,3,0,11,11,14,3,-1,1,1,2.1
3173,1,5,1969,13,11,1969,6,1,-9,197,197,18,4,-1,1,1,2.1
3174,2,8,1974,28,8,1974,5,3,0,27,27,14,3,-1,1,1,2.1
3175,4,8,1975,12,10,1975,5,3,0,70,70,19,4,-1,1,1,2.1
3176,6,6,1976,25,11,1976,6,4,0,173,173,7,3,-1,1,1,2.1
3177,18,7,1976,18,7,1976,7,3,0,1,1,17,4,0,1,1,2.1
3179,5,4,1976,5,4,1976,5,3,0,1,1,19,4,0,1,1,2.1
3180,28,12,1981,3,1,1982,5,3,0,7,7,14,3,0,1,1,2.1
3181,24,8,1922,15,9,1922,5,3,0,23,23,8,3,-1,5,2,2.1
3182,13,1,1922,31,1,1923,5,3,0,384,384,12,3,-1,2,1,2.1
3183,8,2,1925,30,4,1925,6,1,0,82,82,7,3,-1,1,1,2.1
3184,8,7,1926,23,7,1926,5,3,0,16,16,14,3,-1,1,1,2.1
3185,2,9,1925,20,3,1926,6,1,0,200,200,8,3,-1,2,1,2.1
3186,5,2,1931,5,2,1931,5,3,1,1,1,19,4,0,1,1,2.1
3187,28,7,1928,28,7,1928,5,3,1,1,1,19,4,0,1,1,2.1
3188,16,6,1929,16,6,1929,5,3,0,1,1,19,4,0,1,1,2.1
3189,7,6,1937,7,6,1937,5,3,0,1,1,7,3,0,1,1,2.1
3190,3,6,1938,28,6,1938,6,1,0,26,26,7,3,-1,1,1,2.1
3191,2,10,1939,15,1,1940,5,3,0,106,106,12,3,-1,1,1,2.1
3192,5,10,1946,5,10,1946,5,3,0,1,1,19,4,-1,1,1,2.1
3193,9,8,1946,31,8,1946,5,3,1,23,23,19,4,-1,1,1,2.1
3194,12,9,1949,12,9,1949,7,3,0,1,1,17,4,0,1,1,2.1
3195,17,5,1951,8,9,1951,3,3,0,115,115,8,3,-1,1,2,2.1
3196,3,5,1950,27,9,1950,5,3,0,148,148,17,4,0,1,1,2.1
3197,19,4,1950,19,4,1950,5,3,0,1,1,14,3,0,1,1,2.1
3198,3,9,1951,3,12,1951,7,3,0,92,92,17,4,0,1,1,2.1
3199,2,8,1951,2,8,1951,5,3,0,1,1,19,4,0,1,1,2.1
3200,1,5,1952,1,5,1952,5,3,0,1,1,18,4,-1,1,1,2.1
3201,14,5,1952,3,12,1952,7,3,0,204,204,17,4,0,1,1,2.1
3202,8,6,1952,14,6,1952,5,3,0,7,7,14,3,0,1,1,2.1
3203,10,9,1953,10,9,1953,7,3,0,1,1,17,4,0,1,1,2.1
3204,10,8,1953,10,8,1953,7,3,0,1,1,17,4,0,1,1,2.1
3205,21,5,1954,22,5,1954,7,3,0,2,2,19,4,-1,1,1,2.1
3206,-9,5,1969,15,8,1969,7,3,0,107,63,17,4,-1,1,1,2.1
3207,17,10,1953,20,6,1954,5,3,0,247,247,17,4,0,1,1,2.1
3208,14,12,1953,4,7,1954,5,3,0,203,203,19,4,0,1,1,2.1
3209,4,10,1954,4,10,1954,5,3,0,1,1,14,3,-1,1,1,2.1
3210,15,9,1954,15,9,1954,5,3,0,1,1,14,3,0,1,1,2.1
3211,1,2,1955,1,2,1955,7,3,0,1,1,17,4,0,1,1,2.1
3212,29,12,1955,29,12,1955,7,3,0,1,1,17,4,0,1,1,2.1
3213,25,12,1955,25,12,1955,5,3,0,1,1,18,4,-1,1,1,2.1
